PM2.5,PM10,NO,NO2,NOx,NH3,CO,SO2,O3,Benzene,Toluene,Xylene,AQI,AQI_Bucket
13.719368613336282,30.33133010797744,5.622226094663275,19.44817317465885,13.902475637989605,13.016660858005087,0.30526578466659293,5.891744433995355,18.151542430045343,0.3821262773327435,2.3608310213247807,0.2178737226672565,33.0,Good
7.657327095530434,14.051349588675018,3.2883448948836156,13.010412374317365,9.320599817188898,5.000674794337509,0.34804498628916725,5.678607314903758,14.505195854641908,0.9917300822649965,0.5075576348231886,0.003985004570277579,36.800749771486124,Good
19.398118965370273,42.00878129463147,2.6580211906307714,24.643416378795955,14.642671410960098,10.84824701243945,0.3897893143561596,5.320857878740198,17.45435689611082,1.4470504009862346,13.022806415779753,2.5142137128768076,46.02106856438404,Good
16.881056424430465,38.43234110330744,3.0051408806478395,20.58242955967608,13.232376774540223,12.807482705668598,0.23640844562173718,6.410387331567394,18.838415724210957,0.2551936657836971,2.696584636645702,0.25198944297282855,41.0,Good
10.546696708824545,34.21708922083837,4.561768971238834,10.476115942333625,5.22306063834342,4.736162339158746,0.172611060798041,4.365666364788247,29.12119087192452,0.04995093599827147,1.017290811198502,0.1479803743993086,49.73398752002305,Good
15.140691471471314,39.6455503851675,4.305209302781093,22.475900774252406,15.427205426622304,10.906592245723722,0.26,6.752901551442866,15.871957362253323,0.44720542662230434,2.387935659681507,1.5397953505681543,43.36806201854062,Good
13.23586129762967,32.90827561524149,2.460689932853319,11.704483221422198,8.151724384758506,8.317589708761298,0.36,5.1682796416146175,19.245517673327385,0.1465516778577802,0.66,0.05758612976296699,47.0,Good
15.656848801319793,38.32907167323319,3.823988973348741,14.72678873945992,10.495439061057048,19.035524684551753,0.3901555425617322,9.511706039575477,15.921505220964605,0.28238334307870083,1.9522829337732643,0.06761665692129913,48.73055717978348,Good
6.920459413405299,17.076713815583094,5.103144881932559,9.719646671656667,4.656484108880447,4.6341342878528575,0.14196113099693453,3.0664664280367857,26.189611309969347,0.031961130996934525,0.5584275590337201,0.09353357196321435,47.803886900306544,Good
16.458115151117457,40.22052644793762,6.717380558002085,24.303610860237,17.77517740635967,19.29620533455823,0.325165236373181,6.6058383518523955,14.332949914744276,0.7953855515374223,7.689498519739063,2.8293025445478035,48.0,Good
19.90364310213637,42.235623510256204,5.283918449463876,22.788902571101733,15.48257346955063,13.436066980072864,0.3245446122329537,5.549920571474177,17.51305930614308,1.3012377550748948,10.207814407640978,2.5576039183760333,47.190097959400845,Good
18.403214575082078,40.994582958010234,3.626607287541038,15.185352223604704,9.933757089510866,13.257862351477371,0.39964372524622854,8.674809709175916,16.751068824261317,0.22946558786934282,2.357700418696752,0.09,46.01781373768857,Good
17.51194535259177,39.61749683075117,7.047502168433409,26.099863715084563,18.89305898427505,16.239164275829832,0.33152782411182496,5.996805398019795,13.972497831566592,0.8805558150262199,11.308752752242404,3.5897207580663304,48.4305564822365,Good
15.928906218814333,39.03238144754051,7.005243406769965,23.67147945090702,17.91138460893943,21.18649525790162,0.3264952579016204,6.940933610622685,14.23231191771113,0.7928619592294559,5.107397254535108,1.4413825083224343,47.549841930054015,Good
10.800039874479731,22.769470030416308,4.940649593022883,17.33342323232687,12.914052888109884,16.048320917911955,0.34659670491299804,6.299810051978859,12.976321751501219,0.27928533882634443,1.7835481121972352,0.19134431695667323,43.773113660866535,Good
11.503700303325271,22.73979132672728,4.201413919884896,10.550352580105375,6.154570967149053,6.402592194422664,0.256243928893152,3.4513707502252062,26.826846552199243,0.1264975715572608,0.6804569167417355,0.12025364266410882,36.116747614757976,Good
13.52833072427034,26.363108281778022,7.0354074922234915,16.316273609735035,11.806094473118293,17.173639778513813,0.36831889804147433,6.706372047715053,13.512830707181262,0.19645865946620752,1.5503464470046167,0.5377007895545296,41.19468503264209,Good
5.718196605112871,14.448327877294794,5.4987416060136205,12.35570411308489,5.518647453834653,4.458560389770564,0.1490983025564354,3.273381365413367,25.023444133532678,0.04943643909777214,0.46428306285693177,0.14977457563910884,46.04508487217823,Good
10.002369324889742,21.984490726419267,5.465872103912921,19.069258102941742,13.5587641292437,10.84514457022616,0.27984012989115103,5.919389246307598,15.878995816210033,0.34428776619592816,3.1677761818476116,0.14968025978230204,31.60319740217698,Good
11.953520489572618,36.358697254211734,2.7263278331619034,15.159876453821598,10.111122937435713,8.9240538272034,0.34704097914523796,8.692729037754937,19.779477684199318,0.1233969433942173,1.075025087373637,0.10021896126972762,45.57944955311224,Good
15.016603667816224,39.7137002972908,2.683411474466529,13.267470136289026,8.016075935304157,7.750951152462986,0.31298805451561,6.376384386699387,16.540677471921473,0.09083169761908638,0.6986057990151311,0.05448208177341504,39.18675340722562,Good
14.4605746509325,42.361567717895234,3.6594066008792283,14.695502782877455,10.261580216687411,4.993435406802816,0.3855527780461819,4.691174299449362,16.667770139627,0.45776389023090935,3.3293441069183203,0.2766583341385456,36.16677082326818,Good
17.43115502176237,29.992697366389994,3.083779215167708,14.32448099663445,8.717346475656623,9.223231035224561,0.3557675445366686,4.090168112632177,17.453516162888008,0.24257309580443417,1.3288011361910161,0.09423245546333141,36.282163697555426,Good
23.50511638126178,46.6531059217227,2.554886153381182,14.272695229013964,8.385388768265955,8.887215383452956,0.3796803845863239,4.225799460974684,18.47424607767284,0.3049772306762365,2.46958930729127,0.1356164615035887,44.81278461654704,Good
12.28539155194078,36.59491359345902,3.6364798012221358,14.47042882279028,10.041772523005433,9.526290237059996,0.447040397555728,6.33078310388156,20.618466735622707,0.36844188838970804,2.7948558028401886,0.2581615902229121,48.3239900611068,Good
16.549985506877164,45.80084026390382,6.762995272874035,27.561752993421848,19.408239760016734,11.060358536179844,0.2826077504485105,6.997816004784111,11.916580971893342,3.414871457840015,9.330919976079441,4.199130749850497,47.39152489534756,Good
16.560555350534237,60.31962557192245,6.503490682651367,24.675468468629997,17.8198786254539,16.879035295213292,0.31,8.252925027677879,13.074781439110408,0.9763879428025333,6.246710848683823,4.5091154520023835,48.73351845017808,Good
10.232345050399756,21.50825111712523,4.498784034074037,17.032018248408118,12.454629757282275,16.469702643002243,0.36415427679176016,6.068635355575158,12.505193572754436,0.17979243151335922,1.1719593584203551,0.13281907736079956,44.94361845278401,Good
19.5830586335095,44.99134915569463,4.156074876181325,22.108535423194084,14.832620666346362,13.568384747877579,0.2545561571359935,5.406213800096091,16.471101947301033,0.3624064047733442,3.2354438428640067,0.34392512381867535,47.69625619093377,Good
25.141577346646173,47.31392984708589,2.781778488269833,15.12921379321862,8.856190363159904,9.454446220674582,0.39386115551686457,4.500906417027172,18.108382187664894,0.3503556976539666,2.6652839461327313,0.15263338662023748,44.24555377932542,Good
11.954595658754918,25.714771796399976,3.339768947859953,12.366293322276258,8.053706677723742,13.43833756400767,0.29235559241247067,7.334364606614871,14.821848417120377,0.07876444075875294,0.6391110189688235,0.05382220379376469,34.12355592412471,Good
17.29816982571714,52.5595785281362,4.793455797491912,24.300731390903564,16.362791458930317,14.556055678302318,0.2907122330915724,6.299760527350114,15.853915584979692,0.4771127520097286,3.2885563760048644,0.7027818800243214,46.714148872771496,Good
10.996121195938354,30.49927997863863,5.6215765794659385,22.55309145162341,15.940458195411782,14.201322251874211,0.2959210772972298,8.506317565400547,13.13407892270277,0.50690854837659,2.492040398646118,0.2273686183778385,38.40789227027702,Good
13.415312001770152,32.965699840566444,2.3960876793627452,11.59681279893791,8.094300159433551,7.50288351196351,0.36,4.288971191326256,19.145025279008717,0.15731872010620912,0.66,0.0755312001770152,47.0,Good
10.063182764816302,22.763863650165874,2.640210081481939,12.137733954377614,8.406400399242752,8.527183430220887,0.38125716186870245,4.789239394361335,16.655273598566897,0.12247612710432511,0.5112380635521626,0.023752387289567488,42.7504774579135,Good
12.3863976871513,29.397901474307485,6.08954414571303,19.798205377165466,14.920744030011235,21.113953397107828,0.2965653657140066,6.092902804284528,14.523358658571498,0.6195441457130297,3.4632984099907196,0.29946816999853465,47.0,Good
13.79461377130802,26.50241421707667,6.815096680495191,15.388100973752099,10.857564481068392,18.778776586211272,0.3765021466284532,7.521008422084218,13.251384164278326,0.15224248680041383,1.2035407859406106,0.5020601055966895,40.47532199426798,Good
15.485033224902416,38.14598848792681,1.7080259872926744,7.718092437097507,4.721212172804845,5.457962500634134,0.3708917763658527,3.4073881575609817,19.91311973570734,0.14904473697560724,1.72025394663416,0.1598095400243799,45.184703939024544,Good
12.857946313350768,34.30418122116051,3.6530805299738476,12.499389285645636,9.210536866492317,8.831026843324615,0.41760403224256293,7.562147465969271,18.750711520418438,0.23691947002615238,1.7045973501307619,0.14726175113435766,48.897315667538415,Good
16.77417896975821,44.35676877785026,6.926354613510813,27.616934549343476,19.629420064167338,11.51383433426422,0.29354763947478,6.788800322024817,12.17483347632346,3.2163148072009546,10.067789591824669,3.9442883049135276,48.16934549343475,Good
17.53150025398521,40.44879676629427,7.775913746457769,27.66548078551187,20.430432960945897,13.4168467920654,0.33238462840949795,6.269355595022965,12.446692398866485,1.9444034195889421,11.781471728569098,3.211240138770726,48.654807855118726,Good
17.896423771030125,51.75317933707974,4.572219655789735,24.333458630800337,16.237118857726713,13.842601848552695,0.28678496430395983,5.84157916879531,16.51238765170274,0.4195128097914103,3.2597564048957053,0.5587820244785258,46.45233095359732,Good
15.086495157758614,39.442783999784474,3.904290947494617,21.509297473774247,14.688498315961754,10.04903368413254,0.26362757894665945,6.9717524211206925,15.67866021034482,0.45940715792025966,2.4517524211206925,1.6501671580549635,43.54896842133622,Good
12.387755370386856,36.34137380699115,2.35500775640455,13.791176609638423,9.005329056230082,12.807294455279422,0.35444272079898886,10.733266111160566,18.59503878202275,0.07583204059924165,1.1599689743817996,0.1102747613982305,45.861068019974724,Good
6.628533629393297,13.005118945145725,3.020974841537241,12.690730788794527,8.855608420064767,4.477559472572863,0.3131706315048575,5.207803525315577,16.679030636197215,1.2009762109708548,0.8504887902022343,0.015609789498380825,36.219510525080956,Good
8.00414587099574,14.319897318804,3.3899265665724405,13.291805959907627,9.578502083680373,5.346206358251379,0.3584728359119322,5.836182089779831,13.791815918501413,0.9090553240355141,0.42792457485368396,0.0038179102201695014,37.07635820440339,Good
10.369942322875062,33.72428947025436,3.2477451689790504,10.96541162740873,7.275762948514466,6.310765577692521,0.3215469304533668,5.945469304533668,22.768295813240144,0.20154693045336677,1.9513057052413978,0.10101206126059846,47.66072367563591,Good
19.53231821037413,51.32548066074677,2.967648337770148,23.31822789036368,14.620495922954227,13.548907798524379,0.29771524148159206,8.646194020763188,15.612747229616913,0.6477319674094532,5.0435274933447785,3.5518891911313477,41.57118962960198,Good
13.818546076182946,32.5211673721562,5.738160208406019,19.36725008143444,14.117378704026752,11.00398567249965,0.281711169001672,6.0485558450083605,14.5327792250418,0.39171116900167197,2.1009394334478184,0.2592087267953185,31.302670140100318,Good
14.005460876699383,26.84243180440341,7.3270296703150795,15.898981692048034,11.322736418540803,17.633801508721593,0.38,6.742388012270146,13.478486958899795,0.1394146924896694,1.2724875569189051,0.5915130411002061,40.956101936725204,Good
10.569350984336413,27.162266043547998,2.148263927161629,14.715089173561154,9.40457000509201,11.190914001018403,0.2964467273653093,5.184721456767423,26.013299089520363,0.1594213090538763,0.8928934547306185,0.05471065452693814,38.528934547306186,Good
19.68272036993558,42.18597643397908,6.898787504237338,22.174595700887657,16.310349637974117,15.616067134301757,0.28546321416464754,5.783737498587554,17.114700367675667,1.1198728589185034,8.582329635714203,2.8959399932202596,48.0,Good
5.637564538744055,13.032227211692472,6.783815163766617,10.375178982900861,5.458173404058042,7.971094780962087,0.1087822693720277,3.424566489854896,26.071660996327278,0.02423891835751731,0.6557842204828684,0.13969556734300692,48.060886531398616,Good
19.589501693764724,52.11107037608768,3.8605381945579396,22.975016937647233,14.76284832320561,14.100464430940814,0.3,7.972344003942133,17.758550982645033,0.6080067750588926,4.014229589971654,2.053408367001613,39.462627032354234,Good
16.162891319714166,39.814298455926696,7.033860505266412,24.02964314469475,17.997185727574944,20.20549473528036,0.33225060832686,6.856188160882385,14.030640711387308,0.8119180860960066,6.595989448221278,2.156192208948303,48.0,Good
13.949307511896542,34.73611795887062,4.8057081373218615,21.829895345002832,14.975330594833325,13.19316901427585,0.28204616587356385,6.721122848402287,14.079915883752898,0.6855614242011436,3.9722456968045745,3.1920256271234986,33.0,Good
11.041293124687364,22.22765013079094,2.024535509155366,11.251766666976435,7.588360574550837,7.285081984305087,0.34,3.703224020926551,23.52315134871848,0.1680510008719396,0.8207650130790941,0.07,35.0,Good
13.285958413889578,36.70040616691771,8.671744797124363,38.609827969345204,14.68081335427611,9.468749681112286,0.08450577687352162,6.770523235049172,21.408576630016807,0.17171501987115623,1.1041853701730344,0.22081386449645188,45.90988446252957,Good
